OffloadingDate,Shed,Station,Category,InternalWaybill,CtoNumber,CtoDate,ReferenceNo,Cwc,CwcDate,PurityNumber,PurityDate,Grade,Bags,NetWeight,Tonnes,CropYear,TicketType
18/11/2021 00:00:00,ADWUMAPA A,KADE,P,PB0051713,,,,,,,,,600,0,0,2021/22 MC,
18/11/2021 00:00:00,ADWUMAPA A,NKAWIE,P,PB0051714,,,,,,,,,600,0,0,2021/22 MC,
18/11/2021 00:00:00,ADWUMAPA A,SUNYANI,P,UNM0000356,,,,,,,,,600,0,0,2021/22 MC,
18/11/2021 00:00:00,ADWUMAPA A,BREMAN ASIKUMA,P,UNM0000358,,,,,,,,,600,0,0,2021/22 MC,
18/11/2021 00:00:00,ADWUMAPA A,SWEDRU,P,KU005486,,,,,,,,,530,0,0,2021/22 MC,
18/11/2021 00:00:00,ADWUMAPA A,NEW EDUBIASE,P,PB0051716,,,,,,,,,300,0,0,2021/22 MC,
18/11/2021 00:00:00,ADWUMAPA A,NEW EDUBIASE,P,PB0051717,,,,,,,,,300,0,0,2021/22 MC,
18/11/2021 00:00:00,ADWUMAPA C,HWIDIEM,P,KU005442,,,,,,,,,500,0,0,2021/22 MC,
18/11/2021 00:00:00,ADWUMAPA C,BREMAN ASIKUMA,P,UNM000359,,,,,,,,,650,0,0,2021/22 MC,
18/11/2021 00:00:00,G/ ANNEX B,JUASO,P,OL0009643,,,,,,,,,600,0,0,2021/22 MC,
18/11/2021 00:00:00,G/ ANNEX B,KIBI,P,OL0009644,,,,,,,,,700,0,0,2021/22 MC,
18/11/2021 00:00:00,G/ ANNEX B,JUASO,P,CM0002305,,,,,,,,,600,0,0,2021/22 MC,
18/11/2021 00:00:00,G/ ANNEX B,MANKRANSO,P,OL0009649,,,,,,,,,650,0,0,2021/22 MC,
18/11/2021 00:00:00,G/ ANNEX B,AGONA,P,OL0007027,,,,,,,,,200,0,0,2021/22 MC,
18/11/2021 00:00:00,G/ ANNEX B,OFFINSO,P,OL0007026,,,,,,,,,250,0,0,2021/22 MC,
18/11/2021 00:00:00,G/ ANNEX B,OFFINSO,P,OL0009650,,,,,,,,,300,0,0,2021/22 MC,
18/11/2021 00:00:00,G/ ANNEX C,CAPE COAST,P,FE0040720,,,,,,,,,180,0,0,2021/22 MC,
18/11/2021 00:00:00,G/ ANNEX C,BREMAN ASIKUMA,P,AKC004411,,,,,,,,,200,0,0,2021/22 MC,
18/11/2021 00:00:00,G/ ANNEX C,AKIM ODA,P,AKC004412,,,,,,,,,200,0,0,2021/22 MC,
18/11/2021 00:00:00,G/ ANNEX C,TEPA,P,CM0002306,,,,,,,,,600,0,0,2021/22 MC,
18/11/2021 00:00:00,G/ ANNEX C,CAPE COAST,P,TD0000336,,,,,,,,,180,0,0,2021/22 MC,
18/11/2021 00:00:00,ARMAJARO  B,AMPENIM,P,OL0009637,,,,,,,,,200,0,0,2021/22 MC,
18/11/2021 00:00:00,ARMAJARO  B,NYINAHIN,P,OL0009638,,,,,,,,,100,0,0,2021/22 MC,
18/11/2021 00:00:00,ARMAJARO  B,ANHWIASO,P,OL0009639,,,,,,,,,303,0,0,2021/22 MC,
18/11/2021 00:00:00,ARMAJARO  B,AMPENIM,P,OL0009640,,,,,,,,,50,0,0,2021/22 MC,
18/11/2021 00:00:00,ARMAJARO  B,AMPENIM,P,OL0009641,,,,,,,,,50,0,0,2021/22 MC,
18/11/2021 00:00:00,ARMAJARO  B,ANTOAKROM,P,NY0081508,,,,,,,,,80,0,0,2021/22 MC,
18/11/2021 00:00:00,ARMAJARO  B,ANTOAKROM,P,NY0081509,,,,,,,,,650,0,0,2021/22 MC,
18/11/2021 00:00:00,ARMAJARO  B,NEW EDUBIASE,P,NY0081510,,,,,,,,,524,0,0,2021/22 MC,
18/11/2021 00:00:00,ARMAJARO  B,HWIDIEM,P,OL0009646,,,,,,,,,310,0,0,2021/22 MC,
18/11/2021 00:00:00,ARMAJARO  B,GOASO,P,OL0009647,,,,,,,,,350,0,0,2021/22 MC,
18/11/2021 00:00:00,ARMAJARO  B,SUHUM,P,NY0082442,,,,,,,,,700,0,0,2021/22 MC,
18/11/2021 00:00:00,ARMAJARO  B,JUASO,P,PB0051715,,,,,,,,,600,0,0,2021/22 MC,
18/11/2021 00:00:00,ARMAJARO  B,AKIM OFOASE,P,NY0082443,,,,,,,,,40,0,0,2021/22 MC,
18/11/2021 00:00:00,ARMAJARO  B,JUASO,P,NY0081512,,,,,,,,,220,0,0,2021/22 MC,
18/11/2021 00:00:00,ARMAJARO  B,AKOASE,P,NY0081513,,,,,,,,,440,0,0,2021/22 MC,
18/11/2021 00:00:00,ADW ANNEX A,CAPE COAST,P,GCM0000664,,,,,,,,,400,0,0,2021/22 MC,
18/11/2021 00:00:00,ADW ANNEX A,KONONGO,P,TR0003901,,,,,,,,,15,0,0,2021/22 MC,
18/11/2021 00:00:00,ADW ANNEX A,AKIM ODA,P,TR0011012,,,,,,,,,180,0,0,2021/22 MC,
18/11/2021 00:00:00,ADW ANNEX A,AKIM OFOASE,P,NY0081511,,,,,,,,,650,0,0,2021/22 MC,
18/11/2021 00:00:00,ADW ANNEX A,KOFORIDUA,P,NY00024435,,,,,,,,,330,0,0,2021/22 MC,
18/11/2021 00:00:00,ADW ANNEX A,ASAMANKESE,P,NY00024438,,,,,,,,,145,0,0,2021/22 MC,
18/11/2021 00:00:00,ADW ANNEX A,ASAMANKESE,P,NY00024439,,,,,,,,,225,0,0,2021/22 MC,
18/11/2021 00:00:00,COMM C,ACHIASE,P,OL0009645,,,,,,,,,700,0,0,2021/22 MC,
18/11/2021 00:00:00,COMM C,ASUMURA,P,UNM0000357,,,,,,,,,650,0,0,2021/22 MC,
18/11/2021 00:00:00,COMM C,ACHIASE,P,OL0009648,,,,,,,,,800,0,0,2021/22 MC,
17/11/2021 00:00:00,ADWUMAPA A,NEW EDUBIASE,P,CK006915,2759784,17/11/2021 00:00:00,MC074/16/019,TEM1611/024,17/11/2021 00:00:00,TEM0119620,17/11/2021 00:00:00,GD I,150,9470,9.32,2021/22 MC,
17/11/2021 00:00:00,ADWUMAPA A,ANTOAKROM,P,AR0001010,SP2759553,17/11/2021 00:00:00,MC025/013,TEM1511/029,17/11/2021 00:00:00,TEM0140560,17/11/2021 00:00:00,GD I,641,40199,39.558,2021/22 MC,
17/11/2021 00:00:00,ADWUMAPA A,AKIM ODA,P,AR0001011,SP2759551,17/11/2021 00:00:00,MC025/013,TEM1511/028,17/11/2021 00:00:00,TEM0140558,17/11/2021 00:00:00,GD I,600,37800,37.2,2021/22 MC,
17/11/2021 00:00:00,ADWUMAPA A,NEW EDUBIASE,P,UNM0000408,,,,,,,,,11,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  B,NYINAHIN,P,OL0009627,,,,,,,,,250,0,0,2021/22 MC,
17/11/2021 00:00:00,ADWUMAPA A,AKIM ODA,P,UNM0000409,,,,,,,,,4,0,0,2021/22 MC,
17/11/2021 00:00:00,ADWUMAPA A,KIBI,P,UNM0000410,,,,,,,,,32,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  B,NKAWIE,P,OL0009628,,,,,,,,,449,0,0,2021/22 MC,
17/11/2021 00:00:00,ADWUMAPA A,BREMAN ASIKUMA,P,UNM0000411,,,,,,,,,16,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  B,GOASO,P,OL0009631,,,,,,,,,400,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  B,ASUMURA,P,OL0009632,,,,,,,,,300,0,0,2021/22 MC,
17/11/2021 00:00:00,ADWUMAPA A,NEW EDUBIASE,P,AR0001012,SP2759552,17/11/2021 00:00:00,MC025/013,TEM1611/030,17/11/2021 00:00:00,TEM0140559,17/11/2021 00:00:00,GD I,650,41210,40.56,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  B,NKAWKAW,P,NY0081003,,,,,,,,,575,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  B,AKOASE,P,NY0081004,,,,,,,,,125,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  B,TEPA,P,NY00024442,,,,,,,,,650,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  B,B/NKWANTA,P,AD07949,,,,,,,,,640,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  B,B/NKWANTA,P,AD07948,,,,,,,,,60,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,JUASO,P,OL0009630,,,,,,,,,350,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  B,GOASO,P,EL0010508,,,,,,,,,249,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,KONONGO,P,OL0009629,,,,,,,,,397,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  B,GOASO,P,EL0010509,,,,,,,,,200,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,KADE,P,OL0009636,,,,,,,,,637,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  B,GOASO,P,EL0010507,,,,,,,,,200,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,ASSIN BREKU A,P,EL0013652,,,,,,,,,20,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,ASSIN BREKU A,P,EL0013653,,,,,,,,,30,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  B,TEPA,P,NAN0001303,,,,,,,,,400,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,B/NKWANTA,P,EL0013654,,,,,,,,,26,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  B,EFFIDUASE,P,NAN0001302,,,,,,,,,250,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,B/NKWANTA,P,EL0013655,,,,,,,,,2,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  B,GOASO,P,PB0051708,,,,,,,,,600,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,AGONA,P,EL0013651,,,,,,,,,15,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  B,ANYINAM,P,PB0051709,,,,,,,,,600,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,BREMAN ASIKUMA,P,PB28338,0271651,17/11/2021 00:00:00,MC001/041,TEM1611/001/DS,17/11/2021 00:00:00,TEM0139589,17/11/2021 00:00:00,GD I,3,189.8,0.1868,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,SWEDRU,P,PB28348,0271651,17/11/2021 00:00:00,MC001/041,TEM1611/001/DS,17/11/2021 00:00:00,TEM0139595,17/11/2021 00:00:00,GD I,2,126.5,0.1245,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,KADE,P,PB28334,,,,,,,,,1,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,KOFORIDUA,P,PB28329,,,,,,,,,4,0,0,2021/22 MC,
17/11/2021 00:00:00,ADW ANNEX A,SUNYANI,P,NY0082441,2758701,17/11/2021 00:00:00,MC054/042,TEM1611/087,17/11/2021 00:00:00,TEM0128817,17/11/2021 00:00:00,GD I,700,44340,43.64,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,KOFORIDUA,P,PB28328,0271653,17/11/2021 00:00:00,MC001/039,TEM1611/001/DS,17/11/2021 00:00:00,TEM0139594,17/11/2021 00:00:00,GD I,7,442.8,0.4358,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,KADE,P,PB28346,,,,,,,,,12,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,AKIM ACHIASE,P,PB28347,,,,,,,,,37,0,0,2021/22 MC,
17/11/2021 00:00:00,ADW ANNEX A,SWEDRU,P,TR0011010,2758703,17/11/2021 00:00:00,MC016/005,TEM1611/007,17/11/2021 00:00:00,TEM0128828,17/11/2021 00:00:00,GD I,220,13886.5,13.6665,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,SUHUM,P,PB28335,,,,,,,,,25,0,0,2021/22 MC,
17/11/2021 00:00:00,ADW ANNEX A,BREMAN ASIKUMA,P,TR0011011,2758703,17/11/2021 00:00:00,MC016/005,TEM1611/007B,17/11/2021 00:00:00,TEM0128829,17/11/2021 00:00:00,GD I,411,25942.5,25.5315,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,"JUASO ",P,PB28337,0271652,17/11/2021 00:00:00,MC001/039,TEM1611/001/DS,17/11/2021 00:00:00,TEM0139596,17/11/2021 00:00:00,GD I,3,189.8,0.1868,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,"JUASO ",P,PB28336,0271652,17/11/2021 00:00:00,MC001/039,TEM1611/001/DS,17/11/2021 00:00:00,TEM0139599,17/11/2021 00:00:00,GD I,21,1328.5,1.3075,2021/22 MC,
17/11/2021 00:00:00,ADW ANNEX A,AKIM ODA,P,TR0011051,2758702,17/11/2021 00:00:00,MC016/006,TEM1511/006,17/11/2021 00:00:00,TEM0128830,17/11/2021 00:00:00,GD I,440,27860,27.42,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,EFFIDUASE,P,PB28341,0271652,17/11/2021 00:00:00,MC001/039,TEM1611/001/DS,17/11/2021 00:00:00,TEM0139597,17/11/2021 00:00:00,GD I,4,253,0.249,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,NYINAHIN,P,PB28342,,,,,,,,,9,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,AMPENIM,P,PB28343,,,,,,,,,4,0,0,2021/22 MC,
17/11/2021 00:00:00,ADW ANNEX A,ASUMURA,P,NY00024440,2758701,17/11/2021 00:00:00,MC054/042,TEM1611/088B,17/11/2021 00:00:00,TEM0128816,17/11/2021 00:00:00,GD I,350,22030,21.68,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,ANTOAKROM,P,PB28345,,,,,,,,,3,0,0,2021/22 MC,
17/11/2021 00:00:00,ADW ANNEX A,ASUMURA,P,NY00024441,2758701,17/11/2021 00:00:00,MC054/042,TEM1611/088,17/11/2021 00:00:00,TEM0128815,17/11/2021 00:00:00,GD I,350,22030,21.68,2021/22 MC,
17/11/2021 00:00:00,ADW ANNEX A,ASAMANKESE,P,NY00024432,2758705,17/11/2021 00:00:00,MC054/041,TEM1611/001B,17/11/2021 00:00:00,TEM0128822,17/11/2021 00:00:00,GD I,430,26939.8,26.5098,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,NEW EDUBIASE,P,PB0051927,,,,,,,,,1,0,0,2021/22 MC,
17/11/2021 00:00:00,ADW ANNEX A,ANTOAKROM/MAGYAY,P,NY00024433,2758704,17/11/2021 00:00:00,MC054/041,TEM1611/001,17/11/2021 00:00:00,TEM0128821,17/11/2021 00:00:00,GD I,320,20048.3,19.7283,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,SUNYANI,P,PB0051926,0271655,17/11/2021 00:00:00,MC001/040,TEM1611/001/DS,17/11/2021 00:00:00,TEM0139600,17/11/2021 00:00:00,GD I,11,695.9,0.6849,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,HOHOE,P,PB28330,,,,,,,,,1,0,0,2021/22 MC,
17/11/2021 00:00:00,ADW ANNEX A,"JUASO ",P,NY0081504,2758704,17/11/2021 00:00:00,MC054/041,TEM1611/001A,17/11/2021 00:00:00,TEM0128820,17/11/2021 00:00:00,GD I,1,62.7,0.0617,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,HOHOE,P,PB28331,,,,,,,,,1,0,0,2021/22 MC,
17/11/2021 00:00:00,ADW ANNEX A,AKIM OFOASE,P,NY0081505,2758705,17/11/2021 00:00:00,MC054/041,TEM1611/001C,17/11/2021 00:00:00,TEM0128818,17/11/2021 00:00:00,GD I,2,125.3,0.1233,2021/22 MC,
17/11/2021 00:00:00,ADW ANNEX A,NKAWKAW,P,NY0081506,2758705,17/11/2021 00:00:00,MC054/041,TEM1611/001D,17/11/2021 00:00:00,TEM0128819,17/11/2021 00:00:00,GD I,3,188,0.185,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,JASIKAN,P,PB28332,0271654,17/11/2021 00:00:00,MC001/040,TEM1611/001/DS,17/11/2021 00:00:00,TEM0139592,17/11/2021 00:00:00,GD I,3,189.8,0.1868,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,B/NKWANTA,P,PB28339,0271656,17/11/2021 00:00:00,MC001/041,TEM1611/001/DS,17/11/2021 00:00:00,TEM0139591,17/11/2021 00:00:00,GD I,2,126.5,0.1245,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,HOHOE,P,PB28344,,,,,,,,,1,0,0,2021/22 MC,
17/11/2021 00:00:00,COMM C,SWEDRU,P,OL0009626,2761885,17/11/2021 00:00:00,MC019/113,TEM1611/220,17/11/2021 00:00:00,TEM0127818,17/11/2021 00:00:00,GD I,650,41050,40.4,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,HOHOE,P,PB28350,0271654,17/11/2021 00:00:00,MC001/040,TEM1611/001/DS,17/11/2021 00:00:00,TEM0139598,17/11/2021 00:00:00,GD I,26,1644.8,1.6188,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,KADE,P,PB28333,0271653,17/11/2021 00:00:00,MC001/039,TEM1611/001/DS,17/11/2021 00:00:00,TEM0139593,17/11/2021 00:00:00,GD I,2,126.5,0.1245,2021/22 MC,
17/11/2021 00:00:00,COMM C,NKAWIE,P,FE0043023,2761801,17/11/2021 00:00:00,MC015/043,TEM1611/083,17/11/2021 00:00:00,TEM0127753,17/11/2021 00:00:00,GD I,600,37820,37.22,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,GOASO,P,EL0013659,,,,,,,,,5,0,0,2021/22 MC,
17/11/2021 00:00:00,COMM C,JASIKAN,P,PB0051704,2761752,17/11/2021 00:00:00,MC001/037,TEM1611/085,17/11/2021 00:00:00,TEM0127752,17/11/2021 00:00:00,GD I,599,37801,37.202,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,NSOKOTE,P,EL0013658,,,,,,,,,1,0,0,2021/22 MC,
17/11/2021 00:00:00,COMM C,BREMAN ASIKUMA,P,PB0051705,2761751,17/11/2021 00:00:00,MC001/037,TEM1611/087,17/11/2021 00:00:00,TEM0127751,17/11/2021 00:00:00,GD I,600,37660,37.06,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,SUNYANI,P,EL0013657,,,,,,,,,1,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX B,AGONA,P,EL0013656,,,,,,,,,1,0,0,2021/22 MC,
17/11/2021 00:00:00,COMM C,KOFORIDUA,P,PB0051706,2761757,17/11/2021 00:00:00,MC001/037,TEM1611/089,17/11/2021 00:00:00,TEM0127758,17/11/2021 00:00:00,GD I,600,38060,37.46,2021/22 MC,
17/11/2021 00:00:00,COMM C,AGONA SWEDRU,P,PB0051707,2761753,17/11/2021 00:00:00,MC001/038,TEM1611/090,17/11/2021 00:00:00,TEM0127754,17/11/2021 00:00:00,GD I,600,37840,37.24,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,NYINAHIN,M,OL0009634,,,,,,,,,235,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,NYINAHIN,P,OL0009635,,,,,,,,,450,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,NYINAHIN,P,OL0000802,,,,,,,,,20,0,0,2021/22 MC,
17/11/2021 00:00:00,COMM C,B/NKWANTA,P,PB0051710,2761756,17/11/2021 00:00:00,MC001/038,TEM1611/091,17/11/2021 00:00:00,TEM0127757,17/11/2021 00:00:00,GD I,600,37780,37.18,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,KIBI,P,OL0000818,,,,,,,,,2,0,0,2021/22 MC,
17/11/2021 00:00:00,COMM C,ACHIASE,P,PB0051711,2761754,17/11/2021 00:00:00,MC001/038,TEM1611/088,17/11/2021 00:00:00,TEM0127755,17/11/2021 00:00:00,GD I,600,37560,36.96,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,AKIM ODA,P,OL0000819,,,,,,,,,1,0,0,2021/22 MC,
17/11/2021 00:00:00,COMM C,JASIKAN,P,PB0051712,2761755,17/11/2021 00:00:00,MC001/037,TEM1711/094,17/11/2021 00:00:00,TEM0127756,17/11/2021 00:00:00,GD I,600,37820,37.22,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,ANTOAKROM,P,OL0000820,,,,,,,,,4,0,0,2021/22 MC,
17/11/2021 00:00:00,COMM C,NEW EDUBIASE,P,UNM0000354,2761952,17/11/2021 00:00:00,MC059/14/023,TEM1511/033,17/11/2021 00:00:00,TEM0127744,17/11/2021 00:00:00,GD I,648,40832,40.184,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,AKIM OFOASE,P,OL0000822,,,,,,,,,3,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,NEW EDUBIASE,P,OL0000823,,,,,,,,,3,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,CAPE COAST,P,OL0000824,,,,,,,,,8,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,JUASO,P,OL0000825,,,,,,,,,5,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,JUASO,P,OL00008351,,,,,,,,,4,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,SUNYANI,P,OL00008352,,,,,,,,,5,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,JUASO,P,OL00008451,,,,,,,,,2,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,NKAWKAW,P,OL0008353,,,,,,,,,3,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,JUASO,P,OL0008354,,,,,,,,,10,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,AKIM ODA,P,OL0008355,,,,,,,,,2,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,MANKRANSO,P,OL0008356,,,,,,,,,4,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,KOFORIDUA,P,OL0008357,,,,,,,,,10,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,SWEDRU,P,OL0000843,,,,,,,,,34,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,NKAWKAW,P,OL0000844,,,,,,,,,1,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,KONONGO,P,OL0000845,,,,,,,,,4,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,KEDJEBI,M,OL0008452,,,,,,,,,5,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,NEW EDUBIASE,M,OL0008465,,,,,,,,,5,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,OFFINSO,P,FTS005571,0271697,17/11/2021 00:00:00,MC070/15/008,TEM1611/009,17/11/2021 00:00:00,TEM0092231,17/11/2021 00:00:00,GD I,195,12318.4,12.1234,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,MANKRANSO,P,FTS005572,0271698,17/11/2021 00:00:00,MC070/15/008,TEM1611/009,17/11/2021 00:00:00,TEM0092232,17/11/2021 00:00:00,GD I,342,21604.6,21.2626,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,NEW EDUBIASE,P,OL0008453,,,,,,,,,4,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,NYINAHIN,P,OL0008454,,,,,,,,,225,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,SWEDRU,P,OL0008455,,,,,,,,,8,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,KADE,P,OL0008456,,,,,,,,,9,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,BREMAN ASIKUMA,P,OL0008457,,,,,,,,,8,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,KEDJEBI,P,OL0008458,,,,,,,,,16,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,AKIM ODA,P,OL0008459,,,,,,,,,129,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,NKAWKAW,P,OL0008460,,,,,,,,,52,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,JUASO,P,OL0008461,,,,,,,,,1,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,KONONGO,P,OL0008462,,,,,,,,,5,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,SUHUM,P,OL0008463,,,,,,,,,15,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,KADE,P,OL0008464,,,,,,,,,123,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,KOFORIDUA,P,OL0008466,,,,,,,,,15,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,CAPE COAST,P,OL0008467,,,,,,,,,21,0,0,2021/22 MC,
17/11/2021 00:00:00,G/ ANNEX C,JUASO,P,OL0008468,,,,,,,,,34,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  A,SUNYANI,P,AD00405,,,,,,,,,92,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  A,ASUMURA,P,AD00402,,,,,,,,,113,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  A,MIM,P,AD00401,,,,,,,,,110,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  A,GOASO A,P,AD00404,SP2756500,17/11/2021 00:00:00,MC005/027,TEM1511/033,17/11/2021 00:00:00,TEM0143675,17/11/2021 00:00:00,GD I,50,3176.1,3.1261,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  A,MANKRANSO,P,AD00403,,,,,,,,,210,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  A,JUASO,P,AD07950,,,,,,,,,149,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  A,KEDJEBI,P,AD00407,2756499,17/11/2021 00:00:00,MC005/027,TEM1611/034,17/11/2021 00:00:00,TEM0143672,17/11/2021 00:00:00,GD I,364,22991.2,22.6272,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  A,JASIKAN,P,AD00406,SP2756498,17/11/2021 00:00:00,MC005/027,TEM1611/034,17/11/2021 00:00:00,TEM0143673,17/11/2021 00:00:00,GD I,251,15853.8,15.6028,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  A,AKIM ACHIASE,P,AR0001077,,,,,,,,,11,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  A,AKIM ODA,P,AR0001079,,,,,,,,,12,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  A,ASUMURA,P,AR0001080,,,,,,,,,99,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  A,ASUMURA,P,AR0001078,,,,,,,,,101,0,0,2021/22 MC,
17/11/2021 00:00:00,ARMAJARO  A,NEW EDUBIASE,P,AR0001076,,,,,,,,,4,0,0,2021/22 MC,
17/11/2021 00:00:00,COMM C,TEPA,P,SI000567,2761701,17/11/2021 00:00:00,MC034/002,TEM1711/002,17/11/2021 00:00:00,TEM0127759,17/11/2021 00:00:00,GD I,700,44320,43.62,2021/22 MC,
16/11/2021 00:00:00,OTHER PRODUCE,AKOASE,P,CM0002027,SP262526,16/11/2021 00:00:00,MC018/031,TEM1511/046,16/11/2021 00:00:00,TEM0129290,16/11/2021 00:00:00,GD I,199,12601,12.402,2021/22 MC,
